studyInstanceUID,filepath
1.2.276.0.7230010.3.1.2.8323329.5520.1517874316.798161,"/defaultStorage/fsRetrieve/6e/87/6e87d56900b247769210a1d60a3ca1a5.dcm"
1.2.276.0.7230010.3.1.2.8323329.3321.1517874301.469148,"/defaultStorage/fsRetrieve/43/78/4378544fe55d49f3b13ada7fa6a5d830.dcm"
1.2.276.0.7230010.3.1.2.8323329.15348.1517874385.226966,"/defaultStorage/fsRetrieve/32/b8/32b803033b5442d3b13381233f4ce2c6.dcm"
1.2.276.0.7230010.3.1.2.8323329.6928.1517874328.669163,"/defaultStorage/fsRetrieve/80/2d/802dd830d6a84fe58b4c9a9f7fa3071c.dcm"
1.2.276.0.7230010.3.1.2.8323329.28747.1517874487.617571,"/defaultStorage/fsRetrieve/f7/bb/f7bba1e8e9d34972a0edd616f5038206.dcm"
1.2.276.0.7230010.3.1.2.8323329.15897.1517874393.632139,"/defaultStorage/fsRetrieve/76/f4/76f448e2cfc6480cb66150fc0e4f18c6.dcm"
1.2.276.0.7230010.3.1.2.8323329.4501.1517874308.64291,"/defaultStorage/fsRetrieve/58/42/5842e703de484285951fd253afe34da1.dcm"
1.2.276.0.7230010.3.1.2.8323329.25427.1517874464.784901,"/defaultStorage/fsRetrieve/73/27/7327b4f159054f199c6a996bd1f66863.dcm"
1.2.276.0.7230010.3.1.2.8323329.31534.1517874509.689244,"/defaultStorage/fsRetrieve/2b/77/2b77691db51c47c29b1592da21fbd698.dcm"
1.2.276.0.7230010.3.1.2.8323329.26247.1517874470.185454,"/defaultStorage/fsRetrieve/2a/c4/2ac46a216f534d83a94aeefa5b615813.dcm"
1.2.276.0.7230010.3.1.2.8323329.20794.1517874429.833539,"/defaultStorage/fsRetrieve/48/b9/48b94afa2124430395bcc43246c7ef4f.dcm"
1.2.276.0.7230010.3.1.2.8323329.2713.1517874298.58075,"/defaultStorage/fsRetrieve/24/39/2439ef705e294f72942e4fc1341df414.dcm"
1.2.276.0.7230010.3.1.2.8323329.17062.1517874401.137855,"/defaultStorage/fsRetrieve/8c/87/8c876cd4295e445a9a22388245eb0de8.dcm"
1.2.276.0.7230010.3.1.2.8323329.3273.1517874301.202514,"/defaultStorage/fsRetrieve/b3/38/b33809f04b354a58abb5e099c9fa8518.dcm"
1.2.276.0.7230010.3.1.2.8323329.27977.1517874482.513277,"/defaultStorage/fsRetrieve/d7/ff/d7ff6e3d53fc48ce97d4e03e095a02ba.dcm"
1.2.276.0.7230010.3.1.2.8323329.31514.1517874509.395035,"/defaultStorage/fsRetrieve/71/f0/71f0233f3d19492ea77bff90cb3d9f6d.dcm"
1.2.276.0.7230010.3.1.2.8323329.6460.1517874325.901969,"/defaultStorage/fsRetrieve/40/6d/406dceb6c6b04196ba0cb0ff5d51379d.dcm"
1.2.276.0.7230010.3.1.2.8323329.10554.1517874352.775461,"/defaultStorage/fsRetrieve/51/4f/514fc263affd4f8892ea3640e92003f1.dcm"
1.2.276.0.7230010.3.1.2.8323329.3420.1517874301.948236,"/defaultStorage/fsRetrieve/b3/ef/b3ef2f5ff26e42d99baede1f8872a4e8.dcm"
1.2.276.0.7230010.3.1.2.8323329.14477.1517874379.664762,"/defaultStorage/fsRetrieve/31/3f/313ffaab41cc4453b8371eecbec98af3.dcm"
1.2.276.0.7230010.3.1.2.8323329.16272.1517874395.883142,"/defaultStorage/fsRetrieve/27/01/2701fb37a3d346a39771cbc4fd1c83f4.dcm"
1.2.276.0.7230010.3.1.2.8323329.15192.1517874384.228616,"/defaultStorage/fsRetrieve/6d/4c/6d4cabbce0aa45deb06945211069f996.dcm"
1.2.276.0.7230010.3.1.2.8323329.29903.1517874494.495884,"/defaultStorage/fsRetrieve/8e/63/8e6361e7190d422384f7ed4e4bfa1f84.dcm"
1.2.276.0.7230010.3.1.2.8323329.18780.1517874413.525814,"/defaultStorage/fsRetrieve/1e/87/1e8780aeffe845ab9bfd711e379c9f08.dcm"
1.2.276.0.7230010.3.1.2.8323329.17998.1517874407.955410,"/defaultStorage/fsRetrieve/b5/a9/b5a92f28631b43e5891f93796e27d0f7.dcm"
1.2.276.0.7230010.3.1.2.8323329.19858.1517874420.241272,"/defaultStorage/fsRetrieve/83/f3/83f3b0176f1e4d588de64e6ede94e60a.dcm"
1.2.276.0.7230010.3.1.2.8323329.7780.1517874333.573618,"/defaultStorage/fsRetrieve/b1/a3/b1a374cb201c4510925fb60f1914db91.dcm"
1.2.276.0.7230010.3.1.2.8323329.23359.1517874447.640511,"/defaultStorage/fsRetrieve/fd/9d/fd9d1f4c8cdd483c81af3c6ec170849b.dcm"
1.2.276.0.7230010.3.1.2.8323329.22457.1517874441.74402,"/defaultStorage/fsRetrieve/27/b8/27b8f34bd6424593bb2219c02b4b64b3.dcm"
1.2.276.0.7230010.3.1.2.8323329.9495.1517874343.389223,"/defaultStorage/fsRetrieve/74/cd/74cdc36eaf3d48099efd2a9b27c1eb03.dcm"
1.2.276.0.7230010.3.1.2.8323329.1627.1517874291.885882,"/defaultStorage/fsRetrieve/b1/27/b1278edb694345a287edc972b06d7d99.dcm"
1.2.276.0.7230010.3.1.2.8323329.20033.1517874421.319205,"/defaultStorage/fsRetrieve/ae/f3/aef3ea9befae49a694ea4815b47388cc.dcm"
1.2.276.0.7230010.3.1.2.8323329.12097.1517874363.86091,"/defaultStorage/fsRetrieve/41/8e/418ea1f21d164c14b3795045ae11ffd1.dcm"
1.2.276.0.7230010.3.1.2.8323329.2185.1517874295.114019,"/defaultStorage/fsRetrieve/69/95/6995d548e7704b708baf6ed705d43b2b.dcm"
1.2.276.0.7230010.3.1.2.8323329.19828.1517874420.69282,"/defaultStorage/fsRetrieve/66/31/663170bd26a54aa88421fd9e74df83f6.dcm"
1.2.276.0.7230010.3.1.2.8323329.22407.1517874440.751321,"/defaultStorage/fsRetrieve/bf/c1/bfc1c85a85ec433b90ba9a490a056071.dcm"
1.2.276.0.7230010.3.1.2.8323329.26723.1517874473.842403,"/defaultStorage/fsRetrieve/f2/2e/f22e64a466244d9e831939ed897073ef.dcm"
1.2.276.0.7230010.3.1.2.8323329.5258.1517874312.299506,"/defaultStorage/fsRetrieve/51/eb/51eb6492dbc54addaa197fd7dd856f57.dcm"
1.2.276.0.7230010.3.1.2.8323329.27256.1517874477.461959,"/defaultStorage/fsRetrieve/d8/10/d810451b68b04430bcd7506bf9fb4d4d.dcm"
1.2.276.0.7230010.3.1.2.8323329.9190.1517874341.556938,"/defaultStorage/fsRetrieve/ee/3b/ee3ba1c9e639472f97abbac65d4a30f6.dcm"
1.2.276.0.7230010.3.1.2.8323329.10647.1517874353.240897,"/defaultStorage/fsRetrieve/25/59/2559d98e5de541eca2a129ab41616781.dcm"
1.2.276.0.7230010.3.1.2.8323329.9294.1517874342.203373,"/defaultStorage/fsRetrieve/a0/54/a0543ae9c9234c60bb5f1f8027783f81.dcm"
1.2.276.0.7230010.3.1.2.8323329.24248.1517874453.377296,"/defaultStorage/fsRetrieve/3f/94/3f94bc73933e4ca18aeea9bdeb463e4d.dcm"
1.2.276.0.7230010.3.1.2.8323329.17424.1517874403.999721,"/defaultStorage/fsRetrieve/df/7d/df7d739d967d4e91b8297900daa1a03f.dcm"
1.2.276.0.7230010.3.1.2.8323329.18555.1517874411.407410,"/defaultStorage/fsRetrieve/6c/56/6c560aa58fe04a2b8b23562bfdd057bb.dcm"
1.2.276.0.7230010.3.1.2.8323329.7408.1517874331.459927,"/defaultStorage/fsRetrieve/34/3d/343d84b7b35b42b182669ea2bf46f392.dcm"
1.2.276.0.7230010.3.1.2.8323329.24079.1517874452.300859,"/defaultStorage/fsRetrieve/3c/69/3c69aeba155f4d8dbc355ca740e2a9bc.dcm"
1.2.276.0.7230010.3.1.2.8323329.13397.1517874372.364892,"/defaultStorage/fsRetrieve/e1/07/e1072a00003b429881eaa81ddcef0d7a.dcm"
1.2.276.0.7230010.3.1.2.8323329.16416.1517874397.471353,"/defaultStorage/fsRetrieve/6f/e5/6fe58faaa4074e4189127fd91fe05f38.dcm"
1.2.276.0.7230010.3.1.2.8323329.25794.1517874467.707173,"/defaultStorage/fsRetrieve/43/8b/438b3e20e35548b4a3a6f08583e2a797.dcm"
1.2.276.0.7230010.3.1.2.8323329.14115.1517874377.646939,"/defaultStorage/fsRetrieve/b7/68/b768ef4d00204e46885b99a4873d2027.dcm"
1.2.276.0.7230010.3.1.2.8323329.4327.1517874307.156068,"/defaultStorage/fsRetrieve/a4/8e/a48e610843c748ef9ba8e1e5c58f45b0.dcm"
1.2.276.0.7230010.3.1.2.8323329.12001.1517874362.549383,"/defaultStorage/fsRetrieve/cf/65/cf65a62b1b3741a4880bd4478b876fd4.dcm"
1.2.276.0.7230010.3.1.2.8323329.28532.1517874485.779265,"/defaultStorage/fsRetrieve/a1/40/a140a72b13824d509c74c3c49f1cec3e.dcm"
1.2.276.0.7230010.3.1.2.8323329.28607.1517874486.227359,"/defaultStorage/fsRetrieve/ab/73/ab735946b8ae49cabcdc1a19c379fce6.dcm"
1.2.276.0.7230010.3.1.2.8323329.12049.1517874362.788496,"/defaultStorage/fsRetrieve/c9/ad/c9adc14dd9d5408fb5e7e05faf128953.dcm"
1.2.276.0.7230010.3.1.2.8323329.7866.1517874334.99061,"/defaultStorage/fsRetrieve/5a/0c/5a0cf2183f2044668d947ac2d6822197.dcm"
1.2.276.0.7230010.3.1.2.8323329.26166.1517874469.756386,"/defaultStorage/fsRetrieve/fd/f3/fdf3c0374e8648d6be4a59296788d684.dcm"
1.2.276.0.7230010.3.1.2.8323329.11389.1517874358.198689,"/defaultStorage/fsRetrieve/3f/5e/3f5e5aaf639741b2a43ad088f69ee3ce.dcm"
1.2.276.0.7230010.3.1.2.8323329.18119.1517874408.669371,"/defaultStorage/fsRetrieve/91/ed/91ed52d7de9b4b5db9f4754af4797071.dcm"
1.2.276.0.7230010.3.1.2.8323329.15598.1517874388.113995,"/defaultStorage/fsRetrieve/f0/5a/f05a9d18d4bc478f9cd2c37dd770ad87.dcm"
1.2.276.0.7230010.3.1.2.8323329.2803.1517874298.515623,"/defaultStorage/fsRetrieve/18/86/188604a26aec45db917a824aecb6b8d9.dcm"
1.2.276.0.7230010.3.1.2.8323329.20051.1517874421.406753,"/defaultStorage/fsRetrieve/6c/74/6c74bcf411e84511958041412b9b7dd4.dcm"
1.2.276.0.7230010.3.1.2.8323329.5109.1517874311.424090,"/defaultStorage/fsRetrieve/35/11/351127ae3dbe4e2d8c56ee8a10ba4202.dcm"
1.2.276.0.7230010.3.1.2.8323329.8823.1517874339.681604,"/defaultStorage/fsRetrieve/8a/e9/8ae94b0d50934859bcec7daef3b331f8.dcm"
1.2.276.0.7230010.3.1.2.8323329.14742.1517874381.603269,"/defaultStorage/fsRetrieve/c2/8f/c28fa63b653c4149a57bf2ac6206be5e.dcm"
1.2.276.0.7230010.3.1.2.8323329.9218.1517874341.790223,"/defaultStorage/fsRetrieve/7f/e8/7fe88d6d1b3d4aad889ce7a44b12022e.dcm"
1.2.276.0.7230010.3.1.2.8323329.4139.1517874306.146311,"/defaultStorage/fsRetrieve/29/f1/29f16d14627d4ef89bee2bdfe037f970.dcm"
1.2.276.0.7230010.3.1.2.8323329.16354.1517874396.336038,"/defaultStorage/fsRetrieve/a0/11/a011c4a5e3c6417f862f14fab87f9b93.dcm"
1.2.276.0.7230010.3.1.2.8323329.2731.1517874298.139955,"/defaultStorage/fsRetrieve/60/bc/60bcdc13d57940a5baa1bb9a6226bbdb.dcm"
1.2.276.0.7230010.3.1.2.8323329.30559.1517874503.6713,"/defaultStorage/fsRetrieve/b6/7e/b67e866872b0498787ab21d893b7db0b.dcm"
1.2.276.0.7230010.3.1.2.8323329.19321.1517874416.874777,"/defaultStorage/fsRetrieve/f5/8c/f58c03655d0e4f3ab3e08876cb68368e.dcm"
1.2.276.0.7230010.3.1.2.8323329.2613.1517874297.524850,"/defaultStorage/fsRetrieve/bd/fb/bdfbdf1cb84349f9a615959684896d6e.dcm"
1.2.276.0.7230010.3.1.2.8323329.9630.1517874344.69718,"/defaultStorage/fsRetrieve/13/b9/13b9a29dda6e4ae2922586465efc7db3.dcm"
1.2.276.0.7230010.3.1.2.8323329.28084.1517874483.160231,"/defaultStorage/fsRetrieve/e9/b7/e9b7b057380940e290343b65e28bddd1.dcm"
1.2.276.0.7230010.3.1.2.8323329.29222.1517874490.316172,"/defaultStorage/fsRetrieve/d5/38/d538966536c24066b0dc0cd12089e6e4.dcm"
1.2.276.0.7230010.3.1.2.8323329.9776.1517874344.811870,"/defaultStorage/fsRetrieve/41/f4/41f4551da0564e6baf2e401396b67cd6.dcm"
1.2.276.0.7230010.3.1.2.8323329.27882.1517874481.147877,"/defaultStorage/fsRetrieve/4a/57/4a578c044ea64b5d80df3b1ffb7b4143.dcm"
1.2.276.0.7230010.3.1.2.8323329.7810.1517874333.750495,"/defaultStorage/fsRetrieve/df/07/df07a0f155a0431586284ec449a0e341.dcm"
1.2.276.0.7230010.3.1.2.8323329.3721.1517874303.730485,"/defaultStorage/fsRetrieve/65/46/65464312482c42f395a8a5beaf8d347e.dcm"
1.2.276.0.7230010.3.1.2.8323329.13026.1517874368.979482,"/defaultStorage/fsRetrieve/02/65/0265587a52b34872820c30b1506c9288.dcm"
1.2.276.0.7230010.3.1.2.8323329.26713.1517874473.736456,"/defaultStorage/fsRetrieve/56/1a/561aeb6b39214565bb7e4e4624934c44.dcm"
1.2.276.0.7230010.3.1.2.8323329.19687.1517874419.307511,"/defaultStorage/fsRetrieve/a5/b8/a5b8444b610547a7b69f74388d588b88.dcm"
1.2.276.0.7230010.3.1.2.8323329.21652.1517874435.350090,"/defaultStorage/fsRetrieve/56/00/5600b4b82024421d81e53b6b0494ecea.dcm"
1.2.276.0.7230010.3.1.2.8323329.2413.1517874296.361030,"/defaultStorage/fsRetrieve/f6/51/f6511aec6eae422f975783ce4ffa9de8.dcm"
1.2.276.0.7230010.3.1.2.8323329.14165.1517874377.958260,"/defaultStorage/fsRetrieve/a1/7f/a17fdf4d0dca462aa07c4b9769b71013.dcm"
1.2.276.0.7230010.3.1.2.8323329.21290.1517874433.376226,"/defaultStorage/fsRetrieve/f7/7d/f77d818f2e864dc6a98695bbeda29117.dcm"
1.2.276.0.7230010.3.1.2.8323329.15401.1517874385.492909,"/defaultStorage/fsRetrieve/48/77/48772047bf084a76ac8719561af50323.dcm"
1.2.276.0.7230010.3.1.2.8323329.7200.1517874330.302537,"/defaultStorage/fsRetrieve/c8/89/c889777e59a244ee83f57731d9b47ef0.dcm"
1.2.276.0.7230010.3.1.2.8323329.17851.1517874406.488091,"/defaultStorage/fsRetrieve/a7/8c/a78cc4cd86024802babba496c8cb19cd.dcm"
1.2.276.0.7230010.3.1.2.8323329.26343.1517874470.852079,"/defaultStorage/fsRetrieve/51/5e/515e3f468204443aa569f41d189f5e94.dcm"
1.2.276.0.7230010.3.1.2.8323329.16172.1517874395.185161,"/defaultStorage/fsRetrieve/89/29/89297035aa054bf091deb6a42523480b.dcm"
1.2.276.0.7230010.3.1.2.8323329.11328.1517874357.871867,"/defaultStorage/fsRetrieve/9e/95/9e95b8ff5e6d4d8e90d82a93c8650d91.dcm"
1.2.276.0.7230010.3.1.2.8323329.11684.1517874359.967328,"/defaultStorage/fsRetrieve/1e/cd/1ecd770f09404d32a9cc98f40c6d0ce4.dcm"
1.2.276.0.7230010.3.1.2.8323329.26546.1517874472.790727,"/defaultStorage/fsRetrieve/5d/b8/5db83c8a73c94ff2867044031b917cc7.dcm"
1.2.276.0.7230010.3.1.2.8323329.3542.1517874302.581842,"/defaultStorage/fsRetrieve/d4/69/d469cf49f75d4fd899dbbfe5994f9373.dcm"
1.2.276.0.7230010.3.1.2.8323329.3893.1517874304.796579,"/defaultStorage/fsRetrieve/16/23/1623cf8fadb644c5b1daf14f43607d6a.dcm"
1.2.276.0.7230010.3.1.2.8323329.9045.1517874340.843401,"/defaultStorage/fsRetrieve/4e/fd/4efda3fd6c714d44b260adcdff9fd8b7.dcm"
1.2.276.0.7230010.3.1.2.8323329.11795.1517874360.538298,"/defaultStorage/fsRetrieve/c1/9b/c19bcb0f395c4474bb7b6db934ee5736.dcm"
1.2.276.0.7230010.3.1.2.8323329.26865.1517874474.597756,"/defaultStorage/fsRetrieve/1b/8b/1b8b6b13c34548e9977a07d7de3d7928.dcm"
1.2.276.0.7230010.3.1.2.8323329.12546.1517874365.673012,"/defaultStorage/fsRetrieve/5a/d7/5ad7278e64984e49b9844295615bf7f4.dcm"
1.2.276.0.7230010.3.1.2.8323329.3916.1517874304.942305,"/defaultStorage/fsRetrieve/03/00/0300ca790793477f8a7fb31673d35f74.dcm"
1.2.276.0.7230010.3.1.2.8323329.29080.1517874489.510354,"/defaultStorage/fsRetrieve/8e/a7/8ea7056ef1524666b346ea67f3bd5485.dcm"
1.2.276.0.7230010.3.1.2.8323329.1860.1517874293.293891,"/defaultStorage/fsRetrieve/88/7a/887acd83feba41a88e4276297da27d29.dcm"
1.2.276.0.7230010.3.1.2.8323329.29350.1517874491.149669,"/defaultStorage/fsRetrieve/4e/a4/4ea4345e04d140c089bee7f10fba9e3d.dcm"
1.2.276.0.7230010.3.1.2.8323329.25792.1517874467.681052,"/defaultStorage/fsRetrieve/7b/f0/7bf0fd97438f47e4b780cf49d9066da6.dcm"
1.2.276.0.7230010.3.1.2.8323329.7787.1517874333.602417,"/defaultStorage/fsRetrieve/67/1f/671fb21af55a4b86b9bd58005aa6587d.dcm"
1.2.276.0.7230010.3.1.2.8323329.8701.1517874338.910860,"/defaultStorage/fsRetrieve/58/ac/58ac8745a84e48988dc1296b266e535b.dcm"
1.2.276.0.7230010.3.1.2.8323329.4382.1517874307.487127,"/defaultStorage/fsRetrieve/c7/e0/c7e0346567d940f988a97311eb3d801c.dcm"
1.2.276.0.7230010.3.1.2.8323329.9718.1517874344.565090,"/defaultStorage/fsRetrieve/d5/b9/d5b917b4d92748d89c82389b4dc38c41.dcm"
1.2.276.0.7230010.3.1.2.8323329.23972.1517874451.40448,"/defaultStorage/fsRetrieve/54/50/545030827b4745fd9a30c7caa0100142.dcm"
1.2.276.0.7230010.3.1.2.8323329.6885.1517874328.378428,"/defaultStorage/fsRetrieve/59/75/59755dc202e14fe58b629f4381096454.dcm"
1.2.276.0.7230010.3.1.2.8323329.2626.1517874297.588670,"/defaultStorage/fsRetrieve/e1/0d/e10d37d32ae14fbbbbb30c69a45e38db.dcm"
1.2.276.0.7230010.3.1.2.8323329.19578.1517874418.730697,"/defaultStorage/fsRetrieve/00/47/0047c76c8c054937923a1e05955e5ab8.dcm"
1.2.276.0.7230010.3.1.2.8323329.30699.1517874503.901820,"/defaultStorage/fsRetrieve/7e/76/7e763687e26d4a9895749b59af27e214.dcm"
1.2.276.0.7230010.3.1.2.8323329.17665.1517874405.442891,"/defaultStorage/fsRetrieve/5e/18/5e18676e53ef45c09d082eebb2348d51.dcm"
1.2.276.0.7230010.3.1.2.8323329.11781.1517874360.479700,"/defaultStorage/fsRetrieve/5f/53/5f53576bbea24a078594f87c224dfab9.dcm"
1.2.276.0.7230010.3.1.2.8323329.13698.1517874374.152701,"/defaultStorage/fsRetrieve/52/94/52947d9fafcb4f68b86674e299f07172.dcm"
1.2.276.0.7230010.3.1.2.8323329.3827.1517874304.428309,"/defaultStorage/fsRetrieve/7a/68/7a681fed8c4748a497acbb3aad630474.dcm"
1.2.276.0.7230010.3.1.2.8323329.25396.1517874464.658608,"/defaultStorage/fsRetrieve/fa/ea/faea13d2c76348db8637c0d98c8c5297.dcm"
1.2.276.0.7230010.3.1.2.8323329.9498.1517874343.412435,"/defaultStorage/fsRetrieve/5b/12/5b12ab3539e64210be611a8292b8853f.dcm"
1.2.276.0.7230010.3.1.2.8323329.22087.1517874438.788956,"/defaultStorage/fsRetrieve/42/5c/425cfe95395f4ce9844c6ffbc5bcf340.dcm"
1.2.276.0.7230010.3.1.2.8323329.16183.1517874395.233134,"/defaultStorage/fsRetrieve/e6/40/e640fd190daa441b8cfc67fb96733644.dcm"
1.2.276.0.7230010.3.1.2.8323329.18565.1517874411.496885,"/defaultStorage/fsRetrieve/6c/9a/6c9ab7d475eb4b0db08fa95558b37359.dcm"
1.2.276.0.7230010.3.1.2.8323329.5037.1517874311.49573,"/defaultStorage/fsRetrieve/e1/f8/e1f8ce655d5e400f86ab9eec218db004.dcm"
1.2.276.0.7230010.3.1.2.8323329.3344.1517874301.582191,"/defaultStorage/fsRetrieve/71/a4/71a49e0eafb0494f86958212e0f5a7dd.dcm"
1.2.276.0.7230010.3.1.2.8323329.23828.1517874450.149598,"/defaultStorage/fsRetrieve/43/f0/43f03588fb164d32b253448389b74372.dcm"
1.2.276.0.7230010.3.1.2.8323329.5920.1517874319.27352,"/defaultStorage/fsRetrieve/02/78/0278f1440c5e4ababfb93bf9c317979b.dcm"
1.2.276.0.7230010.3.1.2.8323329.24631.1517874455.761532,"/defaultStorage/fsRetrieve/56/4b/564b8dfe2dc84401a71c86dea327d1db.dcm"
1.2.276.0.7230010.3.1.2.8323329.9121.1517874341.240406,"/defaultStorage/fsRetrieve/94/e5/94e54ec8263a4089ad2e8213da867c50.dcm"
1.2.276.0.7230010.3.1.2.8323329.7169.1517874330.107270,"/defaultStorage/fsRetrieve/b5/70/b570045358d144c1b4d14a9b04fea605.dcm"
1.2.276.0.7230010.3.1.2.8323329.23946.1517874450.931964,"/defaultStorage/fsRetrieve/de/ae/deae5929a7da4491baff0e0671f2254f.dcm"
1.2.276.0.7230010.3.1.2.8323329.2763.1517874298.329999,"/defaultStorage/fsRetrieve/a8/81/a8814f2e13ee41049f9925f579d9184b.dcm"
1.2.276.0.7230010.3.1.2.8323329.13649.1517874373.805871,"/defaultStorage/fsRetrieve/f5/93/f593cc783e51467faaad0896530f58a8.dcm"
1.2.276.0.7230010.3.1.2.8323329.11800.1517874360.562414,"/defaultStorage/fsRetrieve/a4/34/a4347c879a0341ae851b83586bca7af4.dcm"
1.2.276.0.7230010.3.1.2.8323329.28761.1517874487.685996,"/defaultStorage/fsRetrieve/94/1a/941a5538e52c4f6aa9c28ff234c4a1ee.dcm"
1.2.276.0.7230010.3.1.2.8323329.6290.1517874324.833642,"/defaultStorage/fsRetrieve/b0/37/b03752dbab0b4db6882f712241c337d0.dcm"
1.2.276.0.7230010.3.1.2.8323329.8787.1517874339.373378,"/defaultStorage/fsRetrieve/b4/02/b4020b9754d0464099011b37450018fa.dcm"
1.2.276.0.7230010.3.1.2.8323329.30735.1517874504.109038,"/defaultStorage/fsRetrieve/07/27/0727028183f3442f845559c99c36e97b.dcm"
1.2.276.0.7230010.3.1.2.8323329.2277.1517874295.641739,"/defaultStorage/fsRetrieve/22/b6/22b6048331984061afbf559864dc79f2.dcm"
1.2.276.0.7230010.3.1.2.8323329.27159.1517874476.175267,"/defaultStorage/fsRetrieve/61/5e/615ef19503db4201a52c4f97127f6ff2.dcm"
1.2.276.0.7230010.3.1.2.8323329.12522.1517874365.513352,"/defaultStorage/fsRetrieve/8d/3e/8d3e61ac277a40cb813a338fbc028267.dcm"
1.2.276.0.7230010.3.1.2.8323329.11390.1517874358.203359,"/defaultStorage/fsRetrieve/c5/a1/c5a1620388e9415197319363d33dfea4.dcm"
1.2.276.0.7230010.3.1.2.8323329.19640.1517874419.24654,"/defaultStorage/fsRetrieve/ff/b7/ffb72671b6e14442a9fc704f776ae9e8.dcm"
1.2.276.0.7230010.3.1.2.8323329.3323.1517874301.479796,"/defaultStorage/fsRetrieve/a1/27/a12757f5b6f94bcbbdc5a28c56e98964.dcm"
1.2.276.0.7230010.3.1.2.8323329.10236.1517874347.557287,"/defaultStorage/fsRetrieve/82/16/8216f4ef9fd246c487657172f7cb142c.dcm"
1.2.276.0.7230010.3.1.2.8323329.7948.1517874334.609660,"/defaultStorage/fsRetrieve/bd/4f/bd4fc7e963c74027bad4370c585700d1.dcm"
1.2.276.0.7230010.3.1.2.8323329.29434.1517874491.880179,"/defaultStorage/fsRetrieve/56/59/56595623dab744f58f4b6172d33876be.dcm"
1.2.276.0.7230010.3.1.2.8323329.19023.1517874414.820220,"/defaultStorage/fsRetrieve/bc/c2/bcc22566a1284c0395155ccf23c24d0b.dcm"
1.2.276.0.7230010.3.1.2.8323329.13272.1517874370.576402,"/defaultStorage/fsRetrieve/0e/f2/0ef201b41cf1450e95f50e275ce029d2.dcm"
1.2.276.0.7230010.3.1.2.8323329.19642.1517874419.57248,"/defaultStorage/fsRetrieve/fc/b8/fcb88344ce4d4ee599ab034e0e3e4813.dcm"
1.2.276.0.7230010.3.1.2.8323329.27363.1517874478.46511,"/defaultStorage/fsRetrieve/6b/46/6b463d4046e94e4581b1508b80c356e0.dcm"
1.2.276.0.7230010.3.1.2.8323329.24526.1517874455.18099,"/defaultStorage/fsRetrieve/f6/c0/f6c06f1214bc4219a8a2ed749790455e.dcm"
1.2.276.0.7230010.3.1.2.8323329.11258.1517874357.487615,"/defaultStorage/fsRetrieve/d6/aa/d6aa50e38a3045768ef8dfb9f1b5a815.dcm"
1.2.276.0.7230010.3.1.2.8323329.13988.1517874376.799994,"/defaultStorage/fsRetrieve/7d/bc/7dbc3c69b5fa4435ad86d8765e1a6a39.dcm"
1.2.276.0.7230010.3.1.2.8323329.30079.1517874495.426309,"/defaultStorage/fsRetrieve/d3/ec/d3ec7113d8dd4dd1b5c517fc698d21b2.dcm"
1.2.276.0.7230010.3.1.2.8323329.24170.1517874452.958226,"/defaultStorage/fsRetrieve/7e/2a/7e2a4d4a86734eaf895aabae62a1f68b.dcm"
1.2.276.0.7230010.3.1.2.8323329.2189.1517874295.139459,"/defaultStorage/fsRetrieve/0a/69/0a692841c74f475083ad4455f3fd48a2.dcm"
1.2.276.0.7230010.3.1.2.8323329.1708.1517874292.384558,"/defaultStorage/fsRetrieve/d2/a6/d2a6b81cfc9e470e8e825d378c5fd406.dcm"
1.2.276.0.7230010.3.1.2.8323329.29975.1517874494.851021,"/defaultStorage/fsRetrieve/28/6c/286c6662575d43e88806713003527792.dcm"
1.2.276.0.7230010.3.1.2.8323329.11163.1517874356.926174,"/defaultStorage/fsRetrieve/3a/f0/3af03619e5ad42c3a749401c7b4570aa.dcm"
1.2.276.0.7230010.3.1.2.8323329.15509.1517874386.529002,"/defaultStorage/fsRetrieve/58/74/587485f4b22d4d6e858d1070ac93539e.dcm"
1.2.276.0.7230010.3.1.2.8323329.8970.1517874340.505614,"/defaultStorage/fsRetrieve/e0/e6/e0e62b4801344f609b9d327ad272a18f.dcm"
1.2.276.0.7230010.3.1.2.8323329.23127.1517874445.767336,"/defaultStorage/fsRetrieve/e8/ad/e8ad07a55c2049cc8252de2113c36af5.dcm"
1.2.276.0.7230010.3.1.2.8323329.27959.1517874482.444465,"/defaultStorage/fsRetrieve/fc/20/fc20a0f220d341fdad9ce53acd931786.dcm"
1.2.276.0.7230010.3.1.2.8323329.21347.1517874433.643016,"/defaultStorage/fsRetrieve/73/4b/734baa4273d34e568216e04c00754b49.dcm"
1.2.276.0.7230010.3.1.2.8323329.28025.1517874482.785429,"/defaultStorage/fsRetrieve/28/33/2833a74de2ad4f1882b085a634e88c02.dcm"
1.2.276.0.7230010.3.1.2.8323329.18595.1517874412.532732,"/defaultStorage/fsRetrieve/ea/9b/ea9b723d9a574bf98b398a10f42405f3.dcm"
1.2.276.0.7230010.3.1.2.8323329.12983.1517874368.693788,"/defaultStorage/fsRetrieve/b6/3a/b63a189edff244c9adf66fb9c6dbb9dd.dcm"
1.2.276.0.7230010.3.1.2.8323329.9511.1517874343.479568,"/defaultStorage/fsRetrieve/56/95/56950ac75bd44ecd921357e06e11b356.dcm"
